상호,주소,별점,메뉴
나카노라멘 건대점,서울 광진구 군자로2길 4 1층,3.6,"나카노라멘(쇼유라멘)(9,000원), 고기듬뿍라멘(10,500원), 파듬뿍 라멘(9,500원), 매운쇼유라멘(10,000원), 매운고기듬뿍라멘(11,500원), 매운파듬뿍라멘(10,500원), 비빔라멘(8,500원), 냉라멘(9,500원)"
호담,서울 광진구 동일로60길 47 1층,4.7,"연어후토마키(25,000원), 연어초밥(21,000원), 카츠롤(12,000원), 연어아보치즈롤(16,000원), 그릴치즈새우롤(14,000원), 초새우치즈초밥(15,000원), 반줄 연어초밥(23,500원), 반줄 그릴연어초밥(24,000원), 연어아보롤(15,500원), 반반연어초밥(21,500원), 미니우동(4,500원)"
세종라멘,서울 광진구 군자로 146 동진빌딩 1층,4.2,"A세트(5,700원), B세트(6,200원), C세트(6,900원), 데스요라멘(4,400원), 치즈라멘(4,800원), 떡만두라멘(4,500원), 챠슈라멘(6,000원), 새우라멘(6,000원), 돈까스라멘(6,000원), 해물라멘(6,000원), 불고기덮밥(5,900원), 새우덮밥(5,900원), 돈까스덮밥(5,900원), 제육덮밥(6,500원)"
키엔오,서울 광진구 아차산로55길 26,4.3,"사시미 5종(25,000원), 청어사시미(17,000원), 한우스지된장조림(23,000원), 아스파라거스 삼겹살구이(9,000원), 닭다리살 소금구이(16,000원)"
참치나라,서울 광진구 아차산로 431,2.9,
어부네,서울 광진구 천호대로107길 16 1층,3.5,"생대구(15,000원), 간장게장(15,000원), 생우럭탕(중)(35,000원), 알+동태(10,000원), 알탕(9,000원), 동태탕(9,000원), 회덮밥(10,000원), 서더리(9,000원), 생선구이(9,000원)"
롱메,서울 광진구 긴고랑로8길 79 1층,4.6,"아부라소바(10,000원)"
정래선생왕돈까스 중곡점,서울 광진구 능동로42길 14 1층,4.0,"정래선정식스페셜(9,500원), 매콤돈까스(9,000원), 치즈+고구마돈까스(10,000원), 고구마돈까스(10,000원), 치즈돈까스(10,000원), 카레돈까스(9,000원), 함박스테이크(9,000원), 함박돈까스(9,000원), 생선까스(9,500원), 생선돈까스(9,500원), 치킨까스(9,000원), 정래선돈까스(8,500원), 반반돈까스(기본+매콤)(9,000원), 함박생선(9,500원), 생선치킨(9,500원), 오징어덮밥(8,500원), 제육덮밥(8,500원), 카레덮밥(8,500원), 생왕돈까스+생선+함박 (3~4인분)(25,000원)"
엠브로돈까스 건대점,서울 광진구 능동로 139 2층,4.5,"[매출1위] 엠브로경양식돈까스（feat부먹）(9,900원), [인기]엠브로경양왕돈까스（feat 부먹）(14,500원), 엠브로치즈돈까스(11,900원), [직원추천]고추장 불고기[단품](9,900원), [단골추천]간장 불고기[단품](9,900원), [hit&hot]엠브로땡초돈까스（feat부먹(11,400원), 땡초 추가(1,500원), 고구마 추가(2,000원), 쫄면(7,000원), 땡초 우동(7,000원), 경양돈까스／w미니쫄면&음료(14,900원), 경양왕돈까스／w미니쫄면&음료(19,500원), 땡초경양돈까스／w미니쫄면&음료(16,400원), 치즈 돈까스／w미니쫄면&음료(16,900원), 경양돈까스／w미니우동&음료(14,900원), 경양왕돈까스／w미니우동&음료(19,500원), 땡초경양돈까스／w미니우동&음료(16,400원), 치즈 돈까스／w미니우동&음료(16,900원), 밥 추가(1,000원), 소스 추가(1,000원), 스프 추가(500원), 제로코카콜라 355ml(2,000원), 펩시 355ml(2,000원), 스프라이트 355ml(2,000원), 코카콜라 355ml(2,000원), 제로펩시 355ml(2,000원)"
정담초밥 자양직영점,서울 광진구 뚝섬로 552 삼희빌딩 1층,4.5,"특초밥（12p）＋미니우동(18,000원), 연어초밥（10p）＋미니우동(20,000원), 소고기 스테이크 초밥（8p）＋미니우동(19,000원), 2인세트A＋미니우동(38,000원), 광어＋연어（10p）＋미니우동(20,500원), 생새우＋간장새우（10p）＋미니우동(19,000원), 모듬초밥（10p）＋미니우동(14,000원), 특초밥B （ 12P ）＋미니우동(20,000원), 정담스페셜초밥（12P）(24,000원), 스페셜연어（12p）＋미니우동(22,000원), 2인세트B＋미니우동(42,000원), 광어(2,100원), 소고기(2,500원), 생선초밥（10p）＋미니우동(20,000원), 광어초밥（10p）＋미니우동(21,000원), 초새우초밥（10p）＋미니우동(15,000원), 유부초밥（5p）(7,000원), 계란초밥（5p）(5,000원), 황새치 스테이크 초밥（5p）＋미니우동(9,000원), 민물장어 초밥（8p）＋미니우동(19,000원), 참다랑어 오도로（5p）＋미니우동(22,000원), 주도로（5p）＋미니우동(19,000원), 도미초밥 ( 10p )+미니우동(22,000원), [주문율 1위를 노리고 온] 특초밥B ( 12p )＋미니우동(20,000원), 묵은지우삼겹（10p）＋ 미니우동(16,000원), 불새우초밥 （10p） ＋ 미니우동(19,000원), 정담 불초밥10p+미니우동(18,000원), 광어＋광어지느러미（10p）＋미니우동(21,500원), 연어＋연어뱃살（10p）＋미니우동(20,500원), 광어＋광어묵은지（10p）＋미니우동(21,500원)"
스시노칸도 어린이대공원역점,서울 광진구 광나루로 369 광진두산위브파크 2층 201호,,"초밥한접시(2,200원), 광어회 (20pcs)(22,000원), 연어회 (20pcs)(22,000원), 참치회 (20pcs)(40,000원), 모듬회 (20pcs)(36,000원)"
비스타워커힐서울 모에기,서울 광진구 워커힐로 177 1층,4.1,"스시 카운터 코스(110,000원), 조리장 오마카세(200,000원), 조리장 특선 오마카세(250,000원), 계절막은국(0원), 전채 요리(0원), 계절 5종 생선회(0원), 드라이 에이징 가츠(0원), 새우와 관자 성게알 구이(0원), 계절 3종 생선회(0원), 제주산 달고기 구이(0원), 새우와 야채 기미조림(0원)"
혼다라멘 어린이대공원점,서울 광진구 광나루로 385 1층 1호,,"혼다라멘세트 （돈코츠＋사골육수）(9,900원), 매운혼다라멘세트 （매운돈코츠＋사골육수）(10,500원), 불고기돈부리세트(10,500원), 혼다가츠동 세트(11,000원), 혼다1인황제세트(18,900원), 바질라멘세트(12,000원), 돈가츠 커리 덮밥세트(11,500원), 매운혼다1인황제세트(19,900원), 새우감자고로케 （2p）(3,500원), 치즈돈가츠 （120g 1장）(7,000원), 등심돈가츠（100g 1장）(5,500원), 치킨가라아게（3p）(4,500원), 교자（4p）(3,500원), 간장계란밥(4,500원), 새우튀김（3p）(4,000원), 타코아끼（4p）(3,500원), 콜라(2,000원), 사이다(2,000원)"
서울초밥,서울 광진구 자양로18길 39 1층,,"2인 초밥세트(38,000원), 2인 회+초밥세트(50,000원), 서울 런치초밥(10pcs, 미니우동+튀김)(11,000원), 서울 모듬초밥(12pcs, 미니우동+튀김)(16,000원), 서울 특초밥(12pcs, 미니우동+튀김)(24,000원), 모듬회(32pcs, 광어+연어+참치뱃살)(80,000원)"
역전우동0410 건대로데오점,서울 광진구 아차산로 224 1층,3.8,"1인 돈까스세트(14,300원), 1인 덮밥세트(12,900원), 1인 우동세트(11,700원), 2인 돈까스+덮밥세트(22,200원), 2인 돈까스+우동세트(19,700원), 2인 덮밥+우동세트(18,300원), 모둠까스 모밀세트(12,800원), 더블치즈돈까스(9,900원), 소불고기김치덮밥 우동세트(10,400원), 소불고기김치덮밥(7,900원), 옛날우동(5,400원), 김치우동(6,400원), 구운파닭국수(7,400원), 콜라（355ml）(2,000원), 역전돈까스 우동세트(11,800원), 역전돈까스 모밀세트(11,800원), 더블치즈돈까스 우동세트(12,400원), 더블치즈돈까스 모밀세트(12,400원), 유린기돈까스 우동세트(12,400원), 유린기돈까스 모밀세트(12,400원), 모둠까스 우동세트(12,800원), 역전돈까스(9,300원), 유린기돈까스(9,900원), 모둠까스(10,300원), 매콤치킨마요덮밥 우동세트(10,400원), 매콤치킨마요덮밥 모밀세트(10,400원), 돈까스덮밥 우동세트(10,400원), 돈까스덮밥 모밀세트(10,400원), 매콤제육덮밥 우동세트(10,400원), 매콤제육덮밥 모밀세트(10,400원)"
서울왕돈까스 화양점,서울 광진구 동일로 132 1층,2.4,"왕돈까스(11,000원), 생선까스(12,000원), 바베큐돈까스(12,000원), 불돈까스(12,000원), 서울정식(14,000원), 함박스테이크(13,000원), 반반(돈까스/생선까스)(12,000원), 치즈돈까스(13,000원), 돈까스정식 (왕돈까스+함박)(14,000원), 생선까스정식 (생선까스+함박)(14,000원)"
긴자료코 건대점,서울 광진구 능동로 133-1 1층,3.4,"데미그라스 돈까스 세트(18,000원), 데미그라스 돈까스&함박 세트(16,500원), 데미그라스 돈까스(13,500원), 머쉬룸 데미그라스 돈까스(16,000원), 데미그라스 함박스테이크(19,000원), 긴자료코 모둠 세트(16,000원), 사케동 （연어 덮밥）(16,000원), 규동(10,500원), 가츠동 （돈까스 덮밥）(10,500원), 명란크림우동(12,000원), 피쉬 프라이(14,000원), 피쉬 프라이 세트(15,500원), 특규동 （소고기 덮밥）(15,000원), 오야꼬동 （치킨 덮밥）(10,500원), 에비동(15,500원), 소고기매콤카레라이스(10,500원), 가츠카레라이스(11,500원), 치킨카레라이스(13,000원), 왕새우카레라이스(14,500원), 고로케카레라이스(11,500원), 불맛카레라이스(11,000원), 매콤카레우동(11,000원), 치킨카레우동(13,500원), 베이컨크림우동(13,500원), 투움바파스타우동(14,500원), 로제파스타우동(12,500원), 토마토파스타우동(12,000원), 매콤토마토파스타우동(12,000원), 치쿠와우동(12,500원), 얼큰한치쿠와우동(14,000원)"
다다미,서울 광진구 능동로36길 53 1층,4.7,"물회(17,000원), 냉모밀(9,000원), 사케동(14,900원), 활어회덮밥(13,900원), 멍게덮밥(15,000원)"
텐동하나비,서울 광진구 자양로43길 70 1층,4.7,"하나비텐동(11,000원), 작은하나비텐동(7,000원), 에비텐동(13,000원), 아나고텐동(15,000원)"
가네초밥,서울 광진구 광나루로 352 1층,4.6,"주인맘대로(20,000원), 새우튀김(15,000원), 타코와사비(15,000원), 꽁치구이(10,000원), 대구탕(12,000원)"
도톰카츠 광진점,서울 광진구 자양로 265 1층,3.8,"등심(12,000원), 안심(13,000원), 가브리등심(14,000원), 치즈카츠(13,000원), 1인 모둠카츠(16,000원)"
단스,서울 광진구 동일로22길 30,4.3,"오이무침(4,000원), 포타토사라다(6,000원), 모찌리도후(8,000원), 모둠고로케(7,000원), 명란야끼교자(7,000원), 시샤모구이(7,000원), 포타토오꼬노미야끼(8,000원), 나폴리탄스파게티(8,000원), 크림카레우동(9,000원), 야끼소바(9,000원), 카라이야끼우동(9,000원), 마늘크림새우구이(9,000원), 치킨남방(9,900원), 오뎅모리아와세(10,900원), 카츠카레(11,900원), 차슈사라(13,900원), 돈테키(13,900원), 명란구이(13,900원), 카라이우삼겹나베(16,900원), 돈코츠나베(16,900원), 바닐라후르츠볼(8,000원)"
고미돈까스,서울 광진구 광나루로24길 21,3.8,"[자신있습니다]경양식돈까스(11,900원), 싹쓰리돈까스(12,900원), 달콤한 고구마돈까스(13,900원), [리얼수제]치즈돈까스(13,900원), [리얼수제]고구마 치즈 돈까스(15,900원), 모듬 정식 도시락(15,900원), 함박스테이크[겉바속촉](13,900원), 생선까스[소스반함주의](11,900원), 세트 1(14,500원), 세트3(13,500원), 세트 4(15,900원), 세트 5(18,900원), 돈까스 안주(30,900원), [ 냉면돈까스세트 ] 냉면+돈까스1장(14,900원), [ 냉면떡볶이세트 ] 냉면+국물떡볶이(15,900원), [ 경양식 풀코스 셋트 ](16,900원), [ 돈떡세트 ] 돈까스+국물떡볶이+콜라500mL(19,900원), [ 1인배터짐세트 ] 돈까스+면&밥류(18,900원), [ 2인배터짐세트 ] 돈까스+제육+사이드(29,900원), [ 돈까스제육세트 ] 돈까스+제육도시락(23,900원), [NEW]고미제육도시락(12,900원), 매운 왕돈까스떡볶이(20,900원)"
스시텐 광나루,서울 광진구 천호대로 808 광장12차현대홈타운 1202동 1층 102호,3.2,"텐초밥(10pcs)(13,500원), 특초밥(12pcs)(18,800원), 연어초밥(10pcs)(20,000원), 나가사끼해물짬뽕(18,000원), 1인 사시미(19,800원), 스페셜 초밥(12pcs)(22,800원), 모듬사시미+튀김(47,000원), 스시텐 A정식(1인)(27,000원), 스시텐 B정식(1인)(37,000원), 특초밥+도쿠리(300ml)(26,800원), 사시미(15pcs)+도쿠리(300ml)(34,500원), 나가사끼우동+초밥(6pcs)(15,800원), 2인세트(41,800원), 광어초밥(10pcs)(21,000원), 광어,연어초밥(10pcs)(20,500원), 생선초밥(12pcs)(22,000원), 소고기초밥(5pcs)(14,000원), 새우치즈갈릭초밥(5pcs)(9,500원), 유부초밥(5pcs)(8,000원), 계란초밥(10pcs)(11,000원), 초새우초밥(10pcs)(14,000원)"
행복한그릇,서울 광진구 광나루로17길 24-8 1층,4.0,"가츠동(8,000원), 네기가츠동(8,500원), 에비동(8,500원), 믹스동(9,000원), 김치가츠동(9,500원), 김치에비동(10,500원), 김치믹스동(10,500원), 낫토동(7,500원), 규동(9,000원), 사케동(13,000원), 새우튀김우동(7,500원), 김치우동(7,500원), 가라아게동(9,000원)"
한토리,서울 광진구 자양로18길 77 면옥빌딩 1층,4.2,"모듬 6종 꼬치구이(19,000원), 한우 육회 들기름소바(16,000원), 명란 구이(12,000원), 스지 나베(32,000원), 한토리 육사시미(타코와사비)(28,000원)"
온동,서울 광진구 구의강변로 87 1층 101호,4.3,"스페셜텐동(15,000원), 김치가츠나베정식(15,000원), 온텐동(10,000원), 아나고텐동(13,000원), 스테끼동(15,000원), 가츠동(10,000원), 레몬하이볼(7,000원), 복분자하이볼(7,000원), 생맥주(테라)(5,000원), 기린(병)(5,000원), 규동(12,000원), 돈카츠 정식(16,000원), 스키야끼 정식(15,000원)"
이시즈에,서울 광진구 능동로 329 1층,3.9,"카모나베(변동가격), 오마카세(변동가격)"
가야스시,서울 광진구 자양로41길 7 1층,4.7,"모듬초밥(14,000원), 생선초밥(19,000원), 가야특선초밥(28,000원), 광어초밥(20,000원), 연어초밥(21,000원), 광어반연어반(20,000원), 연어회덮밥(15,000원), 광어회덮밥(15,000원), 모듬사시미(38,000원), 1인 사시미(25,000원), 물회(20,000원), 타코와사비(10,000원), 참다랑어뱃살(5,000원), 광어지느러미(5,000원), 연어뱃살(5,000원), 부산 오뎅탕(17,000원), 콜라(2,000원), 스프라이트(2,000원)"
스시고칸 자양점,서울 광진구 자양로3길 26 1층,4.3,"트리플뱃살6P(19,000원), 1인 사시미정식 세트(26,500원), 스시고칸익스프레스초밥12p（촉각세트）(18,500원), 특선세트10p（후각세트）(25,000원), [수상기념] 신메뉴 10%인하 오감만족 스시세트16P(28,000원), [고객만족도 1위초밥] 신메뉴 10%인하 커플 ONLY 초밥세트 32p(41,800원), 스시고칸 인기세트10p（청각세트）(15,000원), 불초밥세트10p（시각세트）(17,400원), 1인 사시미 정식 세트(26,500원), 회덮밥＋초밥6p(21,500원), 스시고칸 숙성연어초밥10p(21,000원), 회덮밥(13,000원), 미식가세트10p（미각세트）(19,900원), 연어덮밥＋초밥6p(24,500원), 광어미니물회＋초밥6p(22,500원), 육회비빔밥＋초밥6p(21,500원), 1인 민물장어 덮밥(19,000원), [NEW ]지라시스시 덮밥(21,800원), 유부어묵우동＋초밥6P(15,500원), 커플클래식 세트(41,900원), 커플프리미엄 세트(61,900원), 패밀리세트(81,900원), 어린이초밥（와사비x）(12,000원), 처음처럼(4,000원), 참이슬 후레쉬(4,000원), 진로이즈백(4,000원), 카스(4,000원), 테라(4,000원), 간바레오토상180ml(9,900원), 간바레오토상300ml(15,000원)"
우동연가,서울 광진구 능동로19길 27 1층,3.3,"연가김밥(3,500원), 참치김밥(4,500원), 우동(6,000원)"
가츠시 광나루점,서울 광진구 천호대로143길 27 1층,4.4,"돈까스김치나베(10,000원), 소바정식(11,500원), 안심돈까스(9,500원), 등심돈까스(9,000원), 생선까스(9,000원), 모듬까스(11,500원), 철판돈까스(10,000원), 판모밀(8,500원), 냉모밀(8,500원), 에비우동(8,500원)"
홍대돈부리 건대점,서울 광진구 군자로 4 1층,4.3,
스키야키모리 군자역점,서울 광진구 능동로38길 27 1층 101호,4.5,"치킨데리야끼(10,000원), 비프데리야끼(10,000원), 소고기야끼소바(13,000원), 토마토해물스튜(17,000원), 수제돈까스(10,000원), 카츠동(돈까스덮밥)(10,000원), 돈까스카레덮밥(10,000원), 돈까스카레우동(10,000원), 돈까스 + 우동(10,000원), 돈까스 + 김치우동(11,000원), 규동(소고기덮밥)(10,000원), 오야꼬동(닭고기덮밥)(10,000원), 차슈동(일본식수육덮밥)(12,000원), 우나기동(장어덮밥)(14,000원), 소고기카레덮밥(10,000원), 소고기카레우동(10,000원), 새우튀김카레덮밥(10,000원), 새우튀김카레우동(10,000원), 우동(8,500원), 간사이스키야키(1인)(18,000원), 샤브샤브(1인)(18,000원), 스지오뎅탕(20,000원), 오징어튀김(10,000원), 소라와사비(10,000원), 참치육회(16,000원), 오코노미야끼(12,000원), 카레돈까스(12,000원), 숙주볶음(15,000원), 소고기나베(25,000원), 한우해물떡볶이(23,000원), 아게다시토푸(8,000원)"
